DOI,institution
10.1103/PhysRevA.105.012432,"Univ Navarra,Univ Delaware"
10.1038/s41467-024-50201-7,"Natl Univ Singapore,Horizon Quantum Comp"
10.1038/s41467-024-52629-3,"Univ Maryland,NIST,Free Univ Berlin,Technol Innovat Inst TII,Helmholtz Zent Berlin Materialien & Energie,Google Quantum"
10.1103/PhysRevB.106.104304,"CUNY,Russian Acad Sci,Res Univ"
10.1007/s10773-020-04658-z,Beijing Univ Posts & Telecommun
10.1103/PhysRevX.7.011030,ETH
10.1038/NPHOTON.2014.218,"Univ Waterloo,Univ Moncton,NIST,Stockholm Univ,Albion Coll"
10.1142/S0219749919500588,Malek Ashtar Univ Technol
10.1103/PhysRevA.110.L020401,"Chalmers Univ Technol,Grad Univ"
10.1038/s41467-018-03626-w,"Univ Augsburg,Univ Waterloo,BSC,Univ Regensburg"
10.1103/PhysRevApplied.22.034007,"Fermi Natl Accelerator Lab FNAL,Northwestern Univ"
10.1103/PhysRevA.96.022330,IBM Corp
10.1007/s11128-011-0302-6,"TU Wien,Weizmann Inst Sci,FORTH"
10.1126/sciadv.adj3822,"Zhejiang Univ,Univ Leeds"
10.1364/OE.384352,"Harbin Inst Technol,Fuzhou Univ"
10.1038/ncomms13253,"NTT Corp,Univ Illinois,Univ Warwick"
10.1038/s41534-023-00750-4,"Heriot Watt Univ,Heinrich Heine Univ Dusseldorf"
10.1063/5.0071569,"South China Normal Univ,Southern Univ Sci & Technol"
10.1103/PhysRevA.94.050102,"Washington Univ,Aarhus Univ,Inst Mat Sci & Engn"
10.1103/PhysRevA.94.012347,"Univ Calif Riverside,Chapman Univ"
10.1063/1.5014033,"Univ Calif Santa Barbara,Google Inc"
10.1063/5.0153936,"Natl Inst Stand & Technol,Univ Colorado,Stanford Univ"
10.1038/ncomms14148,"Univ Maryland,Lab Phys Sci,Joint Quantum Inst,Ctr Nanophys & Adv Mat"
10.1140/epjqt/s40507-016-0047-3,"Univ Estadual Campinas,Univ Estadual Piaui UESPI,Syracuse Univ"
10.1038/ncomms5480,"RIKEN,Tokyo Med & Dent Univ,MIT,Univ Tokyo,NEC Corp Ltd"
10.1103/PhysRevA.82.042317,"RIKEN,Univ Michigan"
10.56042/ijems.v30i3.3672,NIT Kurukshetra
10.1016/j.crhy.2016.05.003,"Ecole Polytech,Yale Univ,Univ Paris 11,CNRS,Univ Paris Saclay"
10.1103/PhysRevApplied.20.064019,"Univ Regensburg,Aalto Univ,Univ Lancaster"
10.1103/PRXQuantum.4.020312,"Univ Sherbrooke,Sorbonne Univ,Canadian Inst Adv Res"
10.1063/5.0138699,Toshiba Co Ltd
10.1103/PhysRevApplied.19.064060,"Univ Parma,INFN,UdR Parma,Univ Zaragoza,Ctr Astrobiol CS INTA,IFF CSIC"
10.1063/1.4818631,"Nanjing Univ,Rice Univ"
10.1126/science.aaa4298,"Harvard Univ,Univ Maryland"
10.1038/s41567-023-02133-0,"Zhejiang Univ,Lanzhou Univ,Beijing Computat Sci Res Ctr"
10.1103/PhysRevA.86.062328,"Univ Wisconsin,Yale Univ,SUNY Buffalo"
10.1109/TED.2024.3393947,"IIT Delhi,imec"
10.1021/acs.nanolett.2c04417,"Univ New South Wales,Diraq"
10.1038/s41534-019-0129-z,Univ Sci & Technol China
10.1038/ncomms2854,"Univ Calif Santa Barbara,Ames Lab,Iowa State Univ,Case Western Reserve Univ"
10.1002/jcc.27120,"Carl von Ossietzky Univ Oldenburg,Unicontrol,Univ Exeter,Univ Oxford"
10.1103/PhysRevLett.108.136803,Univ Basel
10.1038/nature18318,"Univ Innsbruck,Austrian Acad Sci,Tech Univ Munich"
10.1103/PRXQuantum.3.020343,"Swiss Fed Inst Technol,Natl Inst Mat Sci"
10.1103/PhysRevB.88.075206,"Japan Atom Energy Agcy,Univ Tsukuba,Natl Inst Mat Sci,Element Six Ltd,Univ Ulm,Univ Stuttgart"
10.1038/s41524-022-00862-z,"Colorado Sch Mines,Natl Renewable Energy Lab"
10.1073/pnas.2313754120,"Univ Chicago,Argonne Natl Lab,Univ Iowa,Tohoku Univ,Eindhoven Univ Technol"
10.1103/PhysRevB.98.075201,"Eotvos Lorand Univ,Hungarian Acad Sci,Univ Konstanz,Budapest Univ Technol & Econ"
10.1103/PhysRevB.88.085314,"SUNY Buffalo,Polish Acad Sci,Univ Maryland"
10.1063/5.0230736,"Sungkyunkwan Univ,Ajou Univ,Univ Wisconsin Madison,Korea Inst Sci & Technol,Eotvos Lorand Univ,MTA ELTE Lendulet Momentum NewQubit Res Grp,Linkoping Univ"
10.1016/j.isci.2024.109328,Anhui Univ Sci & Technol
10.1063/1.5043108,"Univ Grenoble Alpes,Aix Marseille Univ"
10.1038/s41598-018-24004-y,"Univ Twente,IST Austria"
10.1103/PhysRevB.92.121202,"Univ Turku,Kazan Fed Univ,Univ Fukui,Korea Basic Sci Inst,Korea Adv Inst Sci & Technol,Russian Acad Sci"
10.1038/NPHYS2731,"Univ Basel,Eindhoven Univ Technol,Delft Univ Technol"
10.1021/acs.nanolett.4c01247,Lund Univ
10.1021/acs.jpclett.3c00314,MIT
10.1063/1.5040474,"Univ Bristol,Hitachi Cambridge Lab,Univ Grenoble Alpes,CSIC,Univ Cambridge,CEA Grenoble"
10.1021/acs.nanolett.4c04112,"Univ Penn,IBM Res,Nokia Bell Labs,Delft Univ Technol"
10.1021/acsphotonics.3c00621,Purdue Univ
10.1021/acs.nanolett.9b04495,"Stanford Univ,SLAC Natl Accelerator Lab"
10.1021/acsnano.4c02470,"Univ Strasbourg,Ctr Fiis Mat CFM MPC"
10.1002/cphc.202200478,Univ Strasbourg
10.1103/PhysRevB.101.121302,"Univ New South Wales,Beijing Computat Sci Res Ctr"
10.1021/acs.cgd.3c00046,Univ Valencia
10.1038/s41598-018-19977-9,"Zhejiang Univ,Basque Country Univ EHU UPV,Ikerbasque"
10.1002/pssr.201600029,"Univ Brasilia,Univ Fed Uberlandia,Univ Fed Goias"
10.1021/jacs.9b09101,"Univ Strasbourg,Sorbonne Univ"
10.1021/nl500299h,"UMR E CEA UJF Grenoble 1,CEA"
10.1103/PhysRevLett.131.193601,"Nanyang Technol Univ,Natl Taiwan Univ"
10.1021/acs.nanolett.6b02522,"Tsinghua Univ,Univ Michigan"
10.1103/PhysRevA.110.023725,Huazhong Univ Sci & Technol
10.1103/PhysRevB.103.174106,"Wenzhou Univ,Zhejiang Univ,Anhui Univ,Hefei Presch Educ Coll,Hefei Univ"
10.1038/s41534-024-00852-7,"Forschungszentrum Julich GmbH,Rhein Westfal TH Aachen,Arque Syst GmbH,Forschungszentrum Julich,Polish Acad Sci"
10.1021/jacs.9b12797,"Univ Wien,Florida State Univ,Univ Valencia"
10.1038/s41467-017-00534-3,"Univ Grenoble Alpes,CNRS,Ruhr Univ Bochum"
10.1103/PhysRevA.105.052409,Sandia Natl Labs
10.1038/s41534-021-00422-1,"Univ Arizona,Duke Univ"
10.1038/s41534-023-00730-8,"IonQ Inc,Hyundai Motor Co,Qunova Comp,Korea Adv Inst Sci & Technol"
10.1063/1.4976737,Imperial Coll London
10.1103/PhysRevLett.125.180503,"Tsinghua Univ,Fuzhou Univ"
10.1103/PhysRevA.104.052601,"Swiss Fed Inst Technol Lausanne EPFL,Purdue Univ"
10.22331/q-2017-11-30-36,"UCL,Imperial Coll London,SUNY Stony Brook"
10.1103/PhysRevA.82.034307,Fuzhou Univ
10.1002/qute.202200118,"Pusan Natl Univ,Chonnam Natl Univ"
10.1063/5.0195229,"Michigan State Univ,Texas State Univ"
10.1073/pnas.1005720107,"Univ Sci & Technol China,Heidelberg Univ"
10.1103/PhysRevA.85.052326,"Hengyang Normal Univ,Hunan Normal Univ,Chongqing Univ Technol"
10.1364/OE.483444,Shanxi Univ
10.1364/OE.24.030149,"Univ Fed Minas Gerais,Inst Fed Norte Minas Gerais,Univ Fed Rural Pernambuco"
10.1103/PhysRevA.90.022110,"Univ Milan,Ist Nazl Fis Nucl,Univ Trieste"
10.1038/s42005-023-01259-0,"Ames Natl Lab,Iowa State Univ,Rigetti Comp"
10.1038/s41567-021-01432-8,"Univ Calif Santa Barbara,Google Quantum AI,Sorbonne Univ,Univ Massachusetts,Julich Res Ctr"
10.1103/PhysRevA.88.052330,"Delft Univ Technol,Univ Saarland,Univ Waterloo"
10.1103/PhysRevA.91.032325,IBM Corp
10.1142/S021974991850017X,"Univ York,Univ Leeds"
10.1002/adom.202202631,"CUNY City Coll,CUNY,Univ Washington,IST Austria,Indian Inst Sci"
10.1103/PhysRevE.94.062122,"Aalto Univ,Brown Univ"
10.1063/5.0071797,"Nanjing Univ Informat Sci & Technol,Univ Nebraska"
10.1103/PhysRevB.110.054508,"Yale Univ,Google Res"
10.1103/PhysRevLett.126.090502,"Univ Sci & Technol China,Shanghai Res Ctr Quantum Sci,Henan Key Lab Quantum Informat & Cryptog,New York Univ Shanghai,NYU,Louisiana State Univ,NYU Shanghai,East China Normal Univ"
10.1103/PhysRevA.99.022114,"Beijing Normal Univ,Tianjin Univ"
10.1103/PRXQuantum.2.010320,"Univ Fed Rio de Janeiro,Barcelona Inst Sci & Technol,Univ Concepcion,Univ Catolica Santisima Concepcion,Univ Geneva,Univ Grenoble Alpes,Austrian Acad Sci,Technol Innovat Inst"
10.1103/PhysRevA.97.052303,"Natl Taiwan Univ,Macquarie Univ"
10.1038/ncomms3337,"MIT,RIKEN,Univ Waterloo,Perimeter Inst Theoret Phys,Univ Tokyo"
10.1103/PhysRevX.7.011016,"Princeton Univ,Northwestern Univ"
10.1109/TMTT.2024.3359508,City Univ New York
10.1038/s41534-019-0134-2,Univ Maryland
10.22331/q-2022-09-08-800,Los Alamos Natl Lab
10.1063/1.5052419,"SRON Netherlands Inst Space Res,Delft Univ Technol,Google,Univ Tokyo"
10.1103/PhysRevA.108.022426,"Indian Inst Sci Educ & Res Kolkata Mohanpur,Tel Aviv Univ,Bar Ilan Univ"
10.1063/1.4937922,Natl Inst Stand & Technol
10.1038/NPHYS3365,NIST
10.1103/PhysRevApplied.18.034076,"Natl Inst Adv Ind Sci & Technol,Toshiba Corp 1"
10.1038/srep20492,"Tianjin Univ,Beijing Normal Univ"
10.1103/PhysRevApplied.20.034039,"Beijing Acad Quantum Informat Sci,Beijing Inst Technol"
10.1103/PRXQuantum.5.020312,Yale Univ
10.1103/PhysRevA.90.043817,Univ Messina
10.1103/PhysRevLett.123.180504,"Univ Sci & Technol China,Univ Nottingham"
10.1103/PhysRevA.95.032122,"Southeast Univ,Univ Warwick,East China Normal Univ"
10.1364/OE.517001,"Hangzhou Normal Univ,Univ Calgary,Shangrao Normal Univ,Nanjing Univ"
10.1103/PhysRevA.101.022112,"SN Bose Natl Ctr Basic Sci,CAPSS,Raman Res Inst,Natl Cheng Kung Univ"
10.1364/OE.500690,"Natl Cheng Kung Univ,NCKU,Natl Ctr Theoret Sci"
10.1103/PhysRevApplied.14.044022,"Univ Claude Bernard,PSL Res Univ,INRIA Paris"
10.1088/0953-4075/46/22/224019,"Chalmers,Natl Phys Lab"
10.1088/2058-9565/ac1dfe,Ocean Univ China
10.1103/PhysRevB.94.014511,"Huazhong Univ Sci & Technol,Univ Maryland,Peking Univ,Collaborat Innovat Ctr Quantum Matter"
10.1016/S0034-4877(14)60009-4,"Assiut Univ,Salman Bin Abdulaziz Univ"
10.1103/PhysRevLett.133.083402,"Tsinghua Univ,Fudan Univ,Shanghai Qi Zhi Inst"
10.1073/pnas.2007241118,"Brookhaven Natl Lab,Univ Calif San Diego"
10.1038/s41567-020-1035-1,"Zhejiang Univ,Lanzhou Univ,Beijing Computat Sci Res Ctr,Chinese Acad Sci,UCAS,RIKEN Cluster Pioneering Res"
10.1038/srep22667,"Nanjing Univ,Univ Kansas,Univ Illinois,Univ Sci & Technol China,S China Normal Univ"
10.1109/TASC.2024.3350580,"Leibniz Inst Photon Technol,Supracon AG,FLUXONICS,Tech Univ Ilmenau"
10.1103/PhysRevLett.128.080502,"Natl Inst Stand & Technol,Univ Colorado,Univ Kassel,Swiss Fed Inst Technol,Free Univ Berlin,ColdQuanta Inc"
10.1038/s41586-023-06934-4,"Quantinuum,CALTECH,Harvard Univ"
10.1038/NPHYS3202,"Australian Natl Univ,Peking Univ,Collaborat Innovat Ctr Quantum Matter,Swinburne Univ Technol,Tianjin Univ"
10.1063/1.4892828,ETH
10.1103/PRXQuantum.3.040339,"Univ Calif Berkeley,Lawrence Berkeley Natl Lab,Rigetti Comp"
10.1016/j.jmmm.2019.166063,Univ Western Cape
10.1088/1367-2630/16/1/015031,"Tsinghua Univ,Tsinghua Natl Lab Informat Sci & Technol,Shandong Acad Informat & Commun Technol"
10.1103/PRXQuantum.1.020304,"Swiss Fed Inst Technol,Univ Sherbrooke,Canadian Inst Adv Res"
10.1080/09500340.2015.1021725,"Univ Calgary,Natl Inst Stand & Technol,CALTECH"
10.1364/OL.43.005655,Stanford Univ
10.1103/PhysRevB.97.115445,"Renmin Univ China,Chinese Acad Sci,Texas Tech Univ,Univ Chinese Acad Sci,Collaborat Innovat Ctr Quantum Matter,Hong Kong Polytech Univ,Shanghai Jiao Tong Univ,Collaborat Innovat Ctr Adv Microstruct"
10.1103/PhysRevLett.132.203602,"Southern Univ Sci & Technol,Int Quantum Acad,Hefei Natl Lab"
10.1103/PhysRevD.106.094502,"Perimeter Inst Theoret Phys,Escuela Politec Nacl,HBNI,Homi Bhabha Natl Inst"
10.1103/PhysRevB.85.024521,"Yale Univ,Harvard Univ,Northwestern Univ"
10.1109/TASC.2010.2081653,Natl Inst Informat & Commun Technol
10.1103/PhysRevLett.129.116805,Univ Basel
10.1103/PhysRevB.95.245411,Univ Konstanz
10.1007/s10773-017-3473-9,Beijing Univ Posts & Telecommun
10.1103/PhysRevA.104.L050405,"Weizmann Inst Sci,Karlsruhe Inst Technol"
10.1103/PhysRevLett.133.040401,"Southern Univ Sci & Technol,City Univ Hong Kong,Quantum Sci Ctr Guangdong Hong Kong Macao Greater,Huawei Technol Co Ltd,Univ Hong Kong,Int Quantum Acad"
10.1016/j.commatsci.2021.111041,"CUNY,Flatiron Inst"
10.1021/acsnano.4c07184,"Warsaw Univ Technol,Univ Warsaw,Univ Calif Santa Barbara,Polish Acad Sci,Univ South Carolina"
10.1063/5.0158262,"Delft Univ Technol,QuTech,Netherlands Org Appl Sci Res TNO"
10.1021/jacs.0c06073,"Northwestern Univ,Argonne Natl Lab"
10.1140/epjb/e2014-50147-8,Univ Strasbourg
10.1063/5.0023722,"Peking Univ,Chinese Acad Sci,Beijing Acad Quantum Informat Sci"
10.1002/qute.201900123,"ASTAR,Natl Univ Singapore"
10.22331/q-2023-08-31-1099,"Univ Bari,Univ Grenoble Alpes,Quandela SAS,Chapman Univ,Univ Rochester,Univ Paris Cite,NUS,Natl Univ Singapore"
10.1117/1.AP.4.6.066003,"Univ Sci & Technol China,Jinan Inst Quantum Technol,Chinese Acad Sci,Univ Wurzburg,Carl von Ossietzky Univ Oldenburg,Univ Kassel,NYU ECNU Inst Phys NYU Shanghai"
10.1103/PhysRevA.101.032322,"Fuzhou Univ,Harbin Inst Technol"
10.1038/s41534-019-0206-3,"Univ Cambridge,Tech Univ Denmark,Univ Sheffield,Univ Cote Azur,Delft Univ Technol"
10.1021/ic302068c,"Univ Valencia,Moldavian Acad Sci"
10.1103/PhysRevB.110.235305,"Univ Rochester,Sandia Natl Labs"
10.1007/s10909-022-02749-1,"Okinawa Inst Sci & Technol,Univ Konstanz"
10.1038/s41524-020-00448-7,"Univ Calif Santa Barbara,US Naval Res Lab,Univ Kansas,UCL"
10.1038/nphys2514,"Univ Sheffield,RAS,St Petersburg State Univ,Lab Photon & Nanostruct"
10.1103/PhysRevD.110.076008,SUNY Stony Brook
10.1103/PhysRevLett.106.133002,Georgia Inst Technol
10.1103/PhysRevApplied.12.014013,"Delft Univ Technol,Intel Corp,URENCO Stable Isotopes,Air Liquide Adv Mat North Branch"
10.1038/NMAT3499,"UCL,Swiss Fed Inst Technol,Sandia Natl Labs"
10.1364/OME.434083,"CUNY City Coll,CUNY,Flatiron Inst"
10.1021/acsnano.4c10357,"Palacky Univ,Czech Acad Sci,Czech Tech Univ,Univ Autonoma,Univ Complutense,Campus Univ Cantoblanco,CSIC UNIOVI PA"
10.1038/NPHYS3686,"Univ Sheffield,Univ Cambridge,Cambridge Res Lab,Univ Konstanz"
10.1103/PhysRevB.87.205432,Univ Konstanz
10.1038/s41534-024-00830-z,"Univ Paris Saclay,CNR,Quandela SAS,Sapienza Univ Roma,Univ Vienna,Univ Fed Sao Carlos,Univ Pavia"
10.1103/PhysRevX.13.031001,"Technion Israel Inst Technol,MIT,Harvard Univ"
10.1364/JOSAB.28.002865,Univ Washington
10.1103/PhysRevApplied.10.044012,"Univ Bath,Univ Oxford,Univ Southampton"
10.1038/s41586-024-07357-5,Max Planck Inst Quantenoptik
10.1103/PhysRevApplied.20.064037,Friedrich Alexander Univ Erlangen Nurnberg
10.1016/j.compfluid.2024.106507,"Georgia Inst Technol,Georgia Tech Res Inst"
10.1088/0256-307X/40/6/060301,"Zhejiang Univ,Tsinghua Univ,Nankai Univ,Hefei Natl Lab,Shanghai Qi Zhi Inst"
10.1103/PhysRevB.106.134511,Ruhr Univ Bochum
10.1103/PhysRevB.95.064423,"Univ Zaragoza,Univ Valencia,CSIC"
10.1103/PhysRevLett.127.140503,Univ Paris Saclay
10.1103/PRXQuantum.4.040311,"Univ Sydney,AWS Ctr Quantum Comp,CALTECH"
10.1117/1.AP.3.6.065001,Johannes Kepler Univ Linz
10.1038/s41567-024-02496-y,Univ Maryland
10.1103/PhysRevA.106.062407,"Inst Fed Alagoas,Univ Fed Pernambuco,Secretaria Estado Educ Alagoas"
10.1002/andp.202100455,Yazd Univ
10.1038/s41598-024-64496-5,"Aalto Univ,VTT Tech Res Ctr Finland Ltd"
10.1038/s41567-023-02377-w,Swiss Fed Inst Technol
10.1038/s41467-024-49179-z,"Jozef Stefan Inst,Univ Ljubljana,Forschungszentrum Julich,CENN Nanoctr"
10.1007/s11128-020-02773-8,"Beijing Univ Posts & Telecommun,Beijing Acad Quantum Informat Sci,Tsinghua Univ"
10.1103/PhysRevX.10.011006,"Univ Calif Berkeley,Technion Israel Inst Technol,Univ Paris Saclay"
10.1038/NPHYS1994,"MIT,RIKEN,Univ Waterloo,Perimeter Inst Theoret Phys,NEC Corp Ltd"
10.1088/0256-307X/41/4/040202,"Nanjing Univ,Hefei Natl Lab"
10.1038/s41467-020-16189-6,"Sapienza Univ Roma,Univ Fed Rio Grande do Norte"
10.1038/s41534-019-0220-5,IST Austria
10.1038/NPHYS3906,"Natl Inst Informat & Commun Technol,Hamad Bin Khalifa Univ,NTT Corp"
10.22331/q-2021-04-15-433,"Google Inc,KTH Royal Inst Technol,Swedish NCSA"
10.1007/s10773-020-04655-2,"Govt Coll Univ,Pakistan Inst Nucl Sci & Technol PINSTECH,Dalian Univ Technol"
10.1103/PhysRevLett.120.150503,Univ Maryland
10.22331/q-2022-01-24-630,"Forschungszentrum Julich,Chalmers Univ Technol,Georgetown Univ,RIKEN Cluster Pioneering Res,RIKEN,Univ Michigan,Aberystwyth Univ,Unitary Fund"
10.1103/PhysRevB.86.134528,Univ Copenhagen
10.1007/s11433-022-2044-5,"Beijing Acad Quantum Informat Sci,Tsinghua Univ"
10.1103/PhysRevLett.130.047001,"Shanghai Jiao Tong Univ,Technion"
10.1103/PhysRevA.94.043840,Univ Surrey
10.1038/s41586-023-06360-6,Univ Colorado
10.1016/j.aop.2016.07.015,"Anhui Univ,Huaibei Normal Univ"
10.1021/acsphotonics.1c00504,"Albanova Univ Ctr,Royal Inst Technol"
10.1103/PhysRevApplied.17.014014,"Sandia Natl Labs,Raytheon BBN Technol"
10.1103/PhysRevB.97.201108,"Cornell Univ,Univ Wisconsin Milwaukee,Univ Montpellier,Inst Univ France,Univ Lisbon,Inst Telecomunicacoes"
10.1103/PhysRevX.10.021021,Univ Grenoble Alpes
10.1103/PhysRevApplied.11.014053,"Wuhan Univ,Beijing Computat Sci Res Ctr,Zhejiang Univ,Tsinghua Univ,RIKEN,Tokyo Univ Sci,Univ Michigan"
10.1109/TCST.2015.2404292,"Univ New S Wales,Chinese Acad Sci,Nanjing Univ,Princeton Univ"
10.3390/e24020244,"Oak Ridge Natl Lab,Univ Tennessee"
10.1088/0953-2048/23/7/075008,"Karlsruher Inst Technol,Phys Tech Bundesanstalt"
10.1103/PhysRevApplied.14.014020,"Univ Connecticut,Bar Ilan Univ"
10.1088/1367-2630/ab00be,"MIT,IBM TJ Watson Res Ctr,MIT IBM Watson AI Lab"
10.1038/s41567-019-0532-6,"Flatiron Inst,Free Univ Berlin,Max Planck Inst Struct & Dynam Matter"
10.1103/PhysRevB.109.075433,"Univ Strathclyde,Carl von Ossietzky Univ Oldenburg,Julius Maximilians Univ Wurzburg"
10.1002/smll.201901522,Chinese Acad Sci
10.3390/ma12152487,Friedrich Alexander Univ Erlangen Nurnberg FAU
10.1038/s41598-021-01812-3,"Westlake Univ,Westlake Inst Adv Study,Vladimir State Univ,St Petersburg State Univ,Russian Quantum Ctr"
10.1103/PhysRevApplied.8.024003,QK Applicat
10.1103/PhysRevB.92.245444,Rhein Westfal TH Aachen
10.1038/s41586-023-05782-6,"Yale Univ,Univ Sherbrooke,Google AI Quantum"
10.1088/2058-9565/ab19f2,"Sapienza Univ Roma,Univ Fed Rio Grande do Norte,Nagoya Univ,Natl Univ Singapore"
10.1007/s11467-019-0949-5,"Shangrao Normal Univ,Univ Sci & Technol China,Nanjing Univ"
10.1038/s41467-024-54662-8,"Fuzhou Univ,Longyan Univ,Hefei Natl Lab,Hangzhou Normal Univ"
10.1021/jacs.4c07288,Northwestern Univ
10.1038/s41566-024-01403-4,"Quandela,Univ Paris Saclay"
10.1103/PhysRevLett.133.017001,"Swiss Fed Inst Technol,Univ Konstanz,Rhein Westfal TH Aachen,Natl Inst Mat Sci,Norwegian Univ Sci & Technol"
10.1039/d3mh01926h,Leibniz Inst Surface Engn IOM
10.1103/PhysRevB.102.085413,"McGill Univ,Beijing Computat Sci Res Ctr,Univ Chinese Acad Sci,Univ Sci & Technol China"
10.1021/nl3012903,Univ New S Wales
10.1149/2162-8777/acb734,"Leibniz Inst Kristallzuchtung,IHP Leibniz Inst Innovat Mikroelekt"
10.1103/PhysRevB.97.241202,"Hungarian Acad Sci,IMEC,Hasselt Univ,Budapest Univ Technol & Econ"
10.1088/2053-1583/acddf6,"Univ Wisconsin Madison,Univ Calif Santa Cruz"
10.1038/s41467-020-20280-3,"Univ Copenhagen,CEA"
10.1103/PhysRevLett.121.256804,"Univ Sao Paulo,Univ Iowa,Univ Fed Rio Grande do Norte"
10.1039/d2dt03999k,Nihon Univ
10.1038/s41563-020-00802-6,"Univ Chicago,Natl Inst Quantum & Radiol Sci & Technol,Linkoping Univ,Argonne Natl Lab"
10.1103/PhysRevLett.124.067701,"UCL,Univ Cambridge,Hitachi Cambridge Lab,CEA,Univ Calif Berkeley,Univ Dhaka,MIT"
10.1103/PhysRevA.100.063840,"Zhejiang Sci Tech Univ,Huazhong Univ Sci & Technol"
10.1073/pnas.2404298121,"RWTH Achen Univ,Forsch Zentrum Julich"
10.1038/s41534-017-0029-z,"Univ Chicago,Argonne Natl Lab"
10.1103/PhysRevB.91.195417,"Ludwig Maximilians Univ Munchen,Univ Regensburg,ETH"
10.1103/PhysRevA.96.042305,Stanford Univ
10.1021/jacs.4c10632,"Univ Parma,UdR INSTM Parma,INFN Sez Milano Bicocca,Univ Florence,UdR INSTM Firenze,Northwestern Univ,North Western Univ,Univ Padua"
10.1039/c7cp03872k,"Inst Problems Chem Phys,Moldavian Acad Sci,Ben Gurion Univ Negev,Univ Valencia"
10.1063/1.3577962,"Tohoku Univ,CREST JST"
10.7566/JPSJ.91.044004,"Univ Teknol Malaysia,Osaka Univ,PRESTO,Natl Inst Quantum & Radiol Sci & Technol"
10.1103/PhysRevB.98.035432,"Univ Melbourne,Bayerische Akad Wissensch,Tech Univ Munich,Nanosyst Initiat Munich"
10.1016/j.scib.2017.04.024,Univ Sci & Technol China
10.1038/srep28996,City Univ Hong Kong
10.1063/5.0094900,"Sandia Natl Labs,Univ Texas Austin,Ctr Integrated Nanotechnol"
10.1103/PhysRevB.90.155306,"Univ Maryland,Univ Maryland Baltimore Cty"
10.1038/s41467-024-53890-2,"Tohoku Univ,Natl Inst Mat Sci NIMS,Univ Tokyo,RIKEN"
10.1103/PhysRevB.82.125437,"Univ Colorado,NIST,Harvard Univ"
10.1103/PhysRevApplied.19.034064,Yale Univ
10.1103/PhysRevA.104.042605,"Dept Phys & Astron,Univ Calif Los Angeles"
10.1103/PhysRevLett.124.110501,"Univ Oxford,ColdQuanta UK Ltd"
10.1103/PhysRevB.107.174306,Tech Univ Darmstadt
10.1103/PRXQuantum.1.020312,"Macquarie Univ,Univ Washington,Pacific Northwest Natl Lab,Google Res"
10.1103/PhysRevA.101.012337,"Shangrao Normal Univ,Hangzhou Normal Univ,Nanjing Univ"
10.1103/PhysRevLett.130.030603,"Harbin Inst Technol,Southern Univ Sci & Technol,Huawei Technol,Int Quantum Acad"
10.1103/PhysRevApplied.20.044028,"Chinese Acad Sci,Univ Chinese Acad Sci,Beijing Acad Quantum Informat Sci,Hefei Natl Lab"
10.1103/PhysRevA.108.022607,"Ocean Univ China,Qingdao Univ Technol,Southern Illinois Univ,Univ Basque Country UPV EHU,IKERBASQUE"
10.1103/PRXQuantum.4.020335,"Univ Innsbruck,Austrian Acad Sci,Harvard Univ"
10.1088/1367-2630/12/11/113046,"Natl Univ Singapore,UCL"
10.1103/PhysRevA.103.013708,"Texas A&M Univ,Russian Acad Sci"
10.1038/s42005-021-00551-1,"Univ Warsaw,Univ Copenhagen"
10.1364/OE.27.000436,Beijing Inst Technol
10.1140/epjp/i2017-11815-y,Yazd Univ
10.1038/srep08963,"Arizona State Univ,Lanzhou Univ,Univ Aberdeen"
10.1063/5.0073040,"Pohang Univ Sci & Technol POSTECH,ETRI"
10.1007/s11128-023-04227-3,"Hangzhou Normal Univ,Fuzhou Univ,Univ Calgary,Nanjing Univ"
10.1038/s41586-023-06096-3,"IBM Thomas J Watson Res Ctr,IBM Res,Univ Calif Berkeley,RIKEN iTHEMS,Lawrence Berkeley Natl Lab"
10.1063/5.0230436,"Hangzhou Normal Univ,Fuzhou Univ"
10.1103/PhysRevA.106.012434,Univ Chicago
10.1038/s41567-020-01105-y,"Google Res,Univ Michigan,Univ Massachusetts,Univ Calif Santa Barbara,Univ Calif Riverside,Volkswagen Data Lab,NASA,Univ Calif Berkeley,Leiden Univ,Friedrich Alexander Univ Erlangen Nurnberg,Harvard Univ"
10.1088/0953-8984/28/44/445702,CNR ISASI
10.1515/nanoph-2019-0333,"ASTAR,Sun Yat Sen Univ"
10.1038/s41928-024-01214-z,"UCL,Univ Basel,VTT Tech Res Ctr Finland Ltd"
10.1038/NPHYS1856,"Harvard Univ,Weizmann Inst Sci"
10.1103/PhysRevA.102.063721,"Zhejiang Univ,Nanjing Univ"
10.1038/s41598-017-11617-y,"Politecn Bari,Univ Massachusetts,Raytheon BBN Technol"
10.1103/PhysRevApplied.16.064003,"Southern Univ Sci & Technol,Int Quantum Acad,South China Normal Univ"
10.1038/s41567-020-0862-4,"Swiss Fed Inst Technol,Univ Konstanz,Univ Wisconsin,Microsoft Quantum Lab Delft,Delft Univ Technol,Univ Copenhagen,Univ New South Wales"
10.1103/PhysRevA.96.032101,"Shanghai Jiao Tong Univ,Nanjing Univ,Natl Taiwan Univ"
