DOI,Institutions
10.1103/PhysRevLett.129.160602,"Chinese Acad Sci,Univ Chinese Acad Sci,Beijing Acad Quantum Informat Sci,RIKEN Cluster Pioneering Res,UCAS,Songshan Lake Mat Lab"
10.1088/1367-2630/18/1/013025,"RIKEN,Univ Michigan,Hangzhou Normal Univ,Fuzhou Univ"
10.1103/PhysRevA.90.062344,"INRIA Paris Rocquencourt,Yale Univ"
10.1103/PhysRevLett.119.183602,"Imperial Coll London,TU Wien,Korea Inst Adv Study"
10.1038/NPHYS3930,"Google Inc,Univ Calif Santa Barbara,CUNY,Tulane Univ"
10.1287/ijoc.2024.0551,"Univ Erlangen Nurnberg,Fraunhofer Inst Integrated Circuits,IBM Research Europe Zurich"
10.1364/OE.26.017849,"Texas A&M Univ,Moscow MV Lomonosov State Univ,Russian Quantum Ctr,AN Tupolev Kazan Natl Res Tech Univ,Kurchatov Inst Natl Res Ctr"
10.1063/1.4801503,"Acad Sinica,Natl Chang Hua Univ Educ,Natl Chung Hsing Univ"
10.1103/PhysRevMaterials.3.083403,"Univ Melbourne,Univ New South Wales"
10.1088/1367-2630/aafb8e,"Leiden Univ,Delft Univ Technol,Forschungszentrum Juelich"
10.1103/PhysRevA.97.022115,"Moscow Inst Phys & Technol,Swiss Fed Inst Technol,Aalto Univ"
10.1063/5.0068255,"Beijing Acad Quantum Informat Sci,Tsinghua Univ,Chinese Acad Sci"
10.1103/PhysRevApplied.11.044080,"Chinese Acad Sci,UCAS,USTC,Songshan Lake Mat Lab"
10.1088/1367-2630/15/11/115003,"RIKEN,Univ Michigan,Hangzhou Normal Univ,Korea Univ"
10.1038/s41567-022-01671-3,"Univ Chicago,CALTECH,Rutgers State Univ,Purdue Univ"
10.3389/fphy.2023.1215468,"Tsinghua Univ,Beijing Natl Res Ctr Informat Sci & Technol"
10.1021/acsnano.2c07913,"Northwestern Univ,Rigetti Comp,US DOE,Fermi Natl Accelerator Lab FNAL"
10.1038/s42005-024-01845-w,"Peking Univ,Zhejiang Univ"
10.1088/1361-6633/ad6805,"Johns Hopkins Univ,Univ Southern Calif,Univ Basque Country,IKERBASQUE Basque Fdn Sci,Univ Basque Country UPV EHU"
10.1103/PhysRevX.6.011022,"Yale Univ,Univ Pittsburgh"
10.1103/PhysRevApplied.19.044001,"Tech Univ Munich,Bayer Akad Wissensch,Saarland Univ,Munich Ctr Quantum Sci & Technol MCQST"
10.1103/PhysRevA.99.012309,"Lund Univ,Zhejiang Univ,Tsinghua Univ,Hong Kong Polytech Univ"
10.1103/PhysRevB.105.L081405,"CALTECH,Univ Calif Davis"
10.1103/PhysRevLett.128.150501,"Chinese Acad Sci,RIKEN Cluster Pioneering Res,RIKEN Ctr Quantum Comp RQC,Univ Michigan,Zhejiang Univ,Univ Chinese Acad Sci"
10.1103/PhysRevB.89.144508,"Harvard Univ,Univ Belgrade,Univ Calif"
10.1016/j.physc.2013.08.007,"Jiangxi Normal Univ,Wuhan Univ,Inst High Performance Comp"
10.1038/s41467-017-00961-2,"Delft Univ Technol,Ctr Quantum Technol,Singapore Univ Technol & Design,Univ Technol Sydney"
10.1038/s41534-024-00917-7,"Google Quantum AI,Univ Sherbrooke,Univ Maryland"
10.22331/q-2021-06-10-474,"Austrian Acad Sci,Univ Sherbrooke,Univ Innsbruck,Inst Fis Fundamental IFF CSIC"
10.1088/1555-6611/27/1/015202,"Fuzhou Univ,Harbin Inst Technol"
10.1038/NPHYS2900,"Univ So Calif,ETH,Microsoft Res,Univ Calif Santa Barbara"
10.1103/PhysRevA.103.032609,"West Anhui Univ,Anhui Xinhua Univ,South China Normal Univ"
10.1088/2058-9565/aca92d,"Computat Sci & Engn Div,Duke Univ"
10.1038/s41467-023-42057-0,"Chinese Acad Sci,Univ Chinese Acad Sci,Univ Stuttgart,Chalmers Univ Technol,Tokyo Univ Sci,RIKEN"
10.1126/science.aay0600,"Zhejiang Univ,Chinese Acad Sci,Univ Chinese Acad Sci,Beijing Computat Sci Res Ctr,Univ Sci & Technol China"
10.1103/PhysRevB.94.035441,"Soochow Univ,Princeton Univ,ETH"
10.1103/PhysRevA.90.062305,"Princeton Univ,CUNY"
10.1063/5.0017749,"Tel Aviv Univ,Ariel Univ"
10.1103/PhysRevB.87.144516,"Fudan Univ,RIKEN,Tsinghua Univ,Beijing Computat Sci Res Ctr,Univ Michigan"
10.1103/PhysRevA.102.062611,"IBM Res Zurich,Rhein Westfal TH Aachen,Tech Univ Munich"
10.1103/PhysRevB.100.085405,"Aalto Univ,SUNY Stony Brook"
10.1103/PhysRevA.85.022324,"Chinese Acad Sci,Wuhan Natl Lab Optoelect,Univ Sci & Technol China,Tsinghua Univ,Hunan Inst Humanities Sci & Technol"
10.1103/PhysRevX.10.021054,"Sharif Univ Technol,Inst Res Fundamental Sci IPM,Aarhus Univ"
10.1038/s41598-019-49657-1,"Aarhus Univ,Swiss Fed Inst Technol,FORTH"
10.1088/1674-1056/aca7f3,"Chinese Acad Sci,Univ Chinese Acad Sci,Chinese Univ Hong Kong,Int Ctr Theoret Phys Asia Pacific,Songshan Lake Mat Lab,Beijing Acad Quantum Informat Sci"
10.1103/PhysRevApplied.18.034062,"Bulgarian Acad Sci,St Kliment Ohridski Univ Sofia"
10.1016/j.physleta.2015.03.023,"Bauman Moscow State Tech Univ,Russian Acad Sci,Russian Quantum Ctr,State Univ"
10.1063/5.0088879,"Univ Sci & Technol China,Shanghai Res Ctr Quantum Sci"
10.1038/s41467-023-38247-5,"IBM TJ Watson Res Ctr,IBM Almaden Res Ctr"
10.1103/PhysRevB.102.094518,"CSIC,Univ Autonoma Madrid"
10.1103/PhysRevLett.127.107701,"Univ Chicago,Rutgers State Univ,Univ Calif Berkeley,Samsung Elect"
10.1016/j.optlastec.2022.108992,"Nanchang Univ,Tsinghua Univ,East China Jiaotong Univ"
10.1103/PhysRevB.106.115304,"Univ Bayreuth,Wroclaw Univ Sci & Technol,Heriot Watt Univ,Univ Munster"
10.1021/acs.jctc.2c00807,"Chalmers Univ Technol,UK Res & Innovat UKRI,AstraZeneca"
10.1103/PhysRevB.88.035121,"Leiden Univ,Harvard Univ"
10.1109/TASC.2022.3218072,"INFN Lab Nazl Frascati,Univ Salerno,IFN CNR,CNR SPIN,Univ Sannio,INFN,Ruhr Univ Bochum,Leibniz Inst Photon Technol,ISASI CNR,Loughborough Univ"
10.1103/PhysRevLett.129.140502,"CALTECH,Univ Cambridge,Natl Univ Singapore"
10.1063/5.0230973,"Bauman Moscow State Tech Univ,VNIIA"
10.1103/PhysRevB.98.174505,"Princeton Univ,Karlsruhe Inst Technol,Natl Univ Sci & Technol MISIS"
10.1103/PhysRevLett.119.180801,"Washington Univ,Univ Rochester,Chapman Univ,Inst Mat Sci & Engn"
10.1103/PhysRevB.84.104527,"Aalto Univ,NIST"
10.1103/PhysRevB.105.205115,"Univ Fed Fluminense,Ctr Brasileiro Pesquisas Fis,Univ Tecnol Peru,Univ Iceland,Sao Paulo State Univ"
10.1103/PhysRevLett.126.100403,"Washington Univ,Harvard Smithsonian Ctr Astrophys,Harvard Univ,MIT,NIST & Univ Maryland,Univ Maryland,CALTECH"
10.1038/s41598-019-56468-x,"Univ Basque Country,Univ Bordeaux,Univ Fed Sao Carlos,Univ Estadual Paulista Unesp,Shanghai Univ,IKERBASQUE"
10.1021/acsnano.0c02979,"Microsoft Quantum Mat Lab Copenhagen,Univ Copenhagen,Univ Sydney,Tech Univ Denmark,Delft Univ Technol"
10.1038/nature19762,"Univ Calif Berkeley,Berkeley Ctr Quantum Informat & Computat"
10.1103/PhysRevB.100.075410,"Ctr Atom Bariloche,Inst Balseiro,CONICET CNEA"
10.1038/s41534-023-00723-7,"Univ Pittsburgh,Ecole Normale Super,Univ Illinois"
10.3389/fphy.2018.00092,"Univ Los Andes,Univ Colorado,George Washington Univ"
10.1103/PhysRevB.106.094516,"Univ Hamburg,Charles Univ Prague,Helmholtz Zentrum Dresden Rossendorf,Tech Univ Kaiserslautern,Deutsch Elektronen Synchrotron DESY,Univ Bremen"
10.1103/PhysRevLett.126.210504,"Univ Calif Berkeley,Lawrence Berkeley Natl Lab,Univ Rochester,MIT"
10.1038/NPHYS3830,"Univ Calif Santa Barbara,Google Inc,Boston Univ"
10.1038/ncomms2920,"D Wave Syst Inc,Simon Fraser Univ,Foundat Quest Inst"
10.1103/PhysRevB.84.205109,"Harvard Univ,Boston Univ"
10.1103/PhysRevA.105.033519,"Moscow Inst Phys & Technol,Natl Univ Sci & Technol MISIS,Russian Quantum Ctr,Dukhov Res Inst Automat VNIIA,Russian Acad Sci,Karlsruhe Inst Technol,Natl Res Univ,HSE Univ,Bauman Moscow State Tech Univ"
10.1038/nature13891,"Univ Calif Santa Barbara,Boston Univ,Google Inc"
10.1103/PRXQuantum.2.010324,"Los Alamos Natl Lab,Sandia Natl Labs"
10.1103/PhysRevA.106.012441,"Univ Oxford,Univ Calif Berkeley"
10.1038/s41534-023-00770-0,"Fuzhou Univ,Chinese Acad Sci,Univ Chinese Acad Sci"
10.1088/1674-1056/26/9/094203,"Chinese Acad Sci,Zhejiang Univ,Univ Chinese Acad Sci,Univ Sci & Technol China"
10.1103/PhysRevA.106.062620,"Univ Southern Calif,NASA Ames Res Ctr,USRA Res Inst Adv Comp Sci RIACS,Univ New Mexico"
10.1038/s41598-018-19738-8,"Osaka Univ,Natl Inst Informat & Commun Technol NICT,Univ Tokyo"
10.1103/PhysRevA.93.042307,"RIKEN,Univ Michigan,Hangzhou Normal Univ,Fuzhou Univ"
10.1103/PhysRevLett.129.250502,"Sandia Natl Labs,Princeton Univ"
10.1007/s11128-017-1686-8,"Al Imam Mohammad Ibn Saud Islamic Univ IMSIU,Abdus Salam Int Ctr Theoret Phys"
10.1038/s41534-022-00614-3,"Alibaba Grp,Chinese Acad Sci,Songshan Lake Mat Lab,Alibaba Grp USA"
10.1038/s41534-020-0269-1,"Lab Phys Sci,MIT"
10.1063/1.4822436,"Univ Wisconsin,Univ Michigan"
10.1103/PhysRevApplied.20.064016,"Aalto Univ,Princeton Univ,Tsinghua Univ"
10.3762/bjnano.6.199,"Moscow MV Lomonosov State Univ,Lukin Sci Res Inst Phys Problems,State Univ"
10.1103/PhysRevLett.121.123601,"Univ Queensland,Swiss Fed Inst Technol,Karlsruhe Inst Technol,Rhein Westfal TH Aachen,Univ Glasgow"
10.1103/PhysRevLett.118.130501,"Univ Calif,Univ Copenhagen"
10.1103/PhysRevLett.128.160502,"Univ Sci & Technol China,Shanghai Res Ctr Quantum Sci,Chinese Acad Sci,Univ Chinese Acad Sci,RIKEN,Songshan Lake Mat Lab"
10.1063/5.0086751,"Univ Sci & Technol China,Tsinghua Univ,Hefei Univ Technol,Nanjing Univ"
10.1103/PhysRevLett.123.240401,"Aalto Univ,Univ Nacl Colombia"
10.1088/1367-2630/ab41ad,"Univ Kassel,Univ Turku,Aalto Univ,VTT Tech Res Ctr Finland,Loughborough Univ,Univ Ulm"
10.1038/NPHYS1710,"Yale Univ,Princeton Univ,Univ Waterloo"
10.1126/science.aaw3101,"Delft Univ Technol,Northwestern Univ"
10.1063/1.5049506,"Univ Sydney,Q CTRL Pty Ltd,Univ Calif Los Angeles,Hella Corp"
10.1007/s10909-018-1857-8,"Univ Oulu,Aalto Univ"
10.1103/PhysRevB.103.174103,"Natl Phys Lab,Chalmers Univ Technol,Royal Holloway Univ London"
10.1038/s41567-019-0652-z,"Washington Univ,Indiana Univ Purdue Univ Indianapolis,Inst Mat Sci & Engn"
10.1038/NPHYS1697,"CNRS,Univ Grenoble 1,LD Landau Theoret Phys Inst,Karlsruher Inst Technol"
10.1038/s41565-018-0329-2,"MIT,Ecole Polytech,Natl Inst Mat Sci"
10.1038/s41586-021-04076-z,"Univ Paris Saclay,Lawrence Berkeley Natl Lab"
10.1103/PhysRevA.101.032329,"Hangzhou Normal Univ,Nanjing Univ,RIKEN,Univ Michigan"
10.1364/OE.26.016250,"Yanbian Univ,Harbin Inst Technol"
10.1103/PhysRevLett.120.050507,"Zhejiang Univ,Chinese Acad Sci,Univ Chinese Acad Sci,Univ Sci & Technol China"
10.1017/S0022377824001326,"Univ Colorado Boulder,Rigetti Comp,Univ Southern Calif,Lawrence Livermore Natl Lab"
10.1103/PRXQuantum.2.040355,"Univ Sherbrooke,Univ Calif Berkeley,Lawrence Berkeley Natl Lab,Canadian Inst Adv Res"
10.1103/PhysRevB.82.165101,"Harvard Univ,Univ Calif Berkeley,Boston Univ,Paul Scherrer Inst"
10.1103/PhysRevA.109.022442,"Dalian Minzu Univ,Dalian Univ Technol,Shangrao Normal Univ,Hangzhou Normal Univ"
10.1103/PhysRevA.85.013823,"Natl Univ Singapore,Univ Innsbruck"
10.1103/PhysRevA.85.053841,"Koc Univ,CALTECH"
10.1103/PhysRevA.91.042329,"NTT Corp,Chinese Acad Sci,Osaka Univ,Natl Inst Informat,Natl Inst Informat & Commun Technol"
10.1103/PRXQuantum.5.040323,"Natl Inst Stand & Technol,Univ Colorado,Pacific Northwest Natl Lab,Univ Milano Bicocca,Ctr Coll Danville,Amazon Web Serv Ctr Quantum Comp"
10.1103/PhysRevB.109.245110,"Ludwig Maximilians Univ Munchen,Munich Ctr Quantum Sci & Technol MCQST"
10.3389/fphy.2022.880117,"Qufu Normal Univ,Hubei Univ Technol"
10.1038/s41534-022-00577-5,"Tech Univ Denmark,Palacky Univ"
10.1103/PhysRevApplied.15.044026,"Univ Chicago,AWS Ctr Quantum Comp,Yale Univ"
10.1109/TCAD.2021.3057583,"Delft Univ Technol,UCL,HITEC Univ"
10.1103/PhysRevB.108.075107,"Lund Univ,Barcelona Inst Sci & Technol,PSL Univ,Southern Univ Sci & Technol,Sorbonne Univ,ICREA Inst Catalana Recerca & Estudis Avacats"
10.1103/PhysRevLett.126.141302,"Univ Chicago,Rutgers State Univ,Univ Calif Berkeley,Fermilab Natl Accelerator Lab"
10.1103/PhysRevX.11.011032,"Rhein Westfal TH Aachen,Forschungszentrum Julich,Univ Basel,Delft Univ Technol"
10.1038/s41534-021-00512-0,"Free Univ Berlin,Rice Univ,Microsoft Res"
10.1016/j.ssc.2013.11.003,"King Saud Univ,Al Azhar Univ,Assiut Univ"
10.1038/s41567-023-02240-y,"Google Res,Leiden Univ,Covestro Deutschland AG,Pasqal SAS,Univ Massachusetts,Univ Connecticut,Auburn Univ,Univ Technol Sydney,Univ Calif Riverside,Columbia Univ,Univ Calif Santa Barbara"
10.1103/PhysRevA.89.042321,"Fudan Univ,Beijing Computat Sci Res Ctr,Univ Calif"
10.1088/1367-2630/18/2/023042,"MIT,Rhein Westfal TH Aachen"
10.1103/PhysRevA.97.042103,"Univ Geneva,Imperial Coll London,Univ Oxford"
10.1103/PhysRevB.99.134308,"Harvard Univ,Univ Belgrade"
10.1021/acsnano.4c05251,"Ames Natl Lab,Univ Virginia,Fermilab Natl Accelerator Lab,Northwestern Univ,Rigetti Comp,Iowa State Univ,IIT"
10.1088/1402-4896/ad3518,"Farhangian Univ,Univ Kurdistan,Univ Tabriz"
10.1103/PhysRevB.87.024510,"Northwestern Univ,Harvard Univ"
10.1016/j.rinp.2020.102978,"Princess Nourah Bint Abdulrahman Univ,Imam Mohammad Ibn Saud Islamic Univ IMSIU,Abdus Salam Int Ctr Theoret Phys,Taif Univ,Sohag Univ"
10.1103/PhysRevLett.127.180501,"Univ Sci & Technol China,Shanghai Res Ctr Quantum Sci,Henan Key Lab Quantum Informat & Cryptog,QuantumCTek Co Ltd,Chinese Acad Sci"
10.1088/1361-6668/acdafe,"Gusu Lab Mat,Chinese Acad Sci"
10.1103/PhysRevA.105.012405,"Bayer Akad Wissensch,Tech Univ Munich,Munich Ctr Quantum Sci & Technol MCQST"
10.1021/acs.jctc.4c00155,"Tencent,Tsinghua Univ"
10.1007/s11128-018-2144-y,"Dukhov Res Inst Automat VNIIA,Natl Res Nucl Univ MEPhI,Skolkovo,Russian Acad Sci,Moscow Inst Phys & Technol,Natl Res Univ Higher Sch Econ"
10.1038/s41467-024-54520-7,"Ecole Polytech Fed Lausanne EPFL,Univ Basel,Delft Univ Technol,IST Austria,Politecn Milan"
10.3390/cimb46110721,"Univ Sonora,UNEPROP,Univ Guadalajara,Gen Hosp State Sonora"
10.1103/PhysRevApplied.13.034037,"D Wave Syst Inc,Simon Fraser Univ,Alibaba Grp"
10.1103/PhysRevLett.131.193605,"Delft Univ Technol,Korea Res Inst Stand & Sci"
10.1088/1367-2630/ab68fd,"IBM TJ Watson Res Ctr,Perimeter Inst Theoret Phys,Univ Waterloo"
10.1103/PhysRevB.107.075412,"D Wave Syst Inc,Simon Fraser Univ"
10.1038/s41534-021-00503-1,"Nankai Univ,Chinese Acad Sci,Zhejiang Univ,Univ Chinese Acad Sci,Tsinghua Univ,Shanghai Qi Zhi Inst"
10.1103/PhysRevA.109.042620,"Oak Ridge Natl Lab,Univ Tennessee"
10.1038/s41586-019-1709-y,"Univ Basel,Univ Lyon,Ruhr Univ Bochum"
10.1103/PhysRevA.101.062334,"Nanjing Univ,Shangrao Normal Univ,Hangzhou Normal Univ"
10.1016/j.cjph.2023.02.003,"Sun Yat sen Univ,QUDOOR Technol Inc"
10.1007/s11433-017-9156-1,"Zhejiang Univ,Collaborat Innovat Ctr Adv Microstruct"
10.1038/s42005-019-0133-9,"NTT Corp,Univ Sci & Technol China"
10.1088/1367-2630/18/3/033015,"Univ Calgary,Canadian Inst Adv Res,Univ Sci & Technol China"
10.1103/PhysRevLett.126.187701,"Univ Calif Berkeley,Ist NanoSci CNR,Lawrence Berkeley Natl Lab"
10.1088/1402-4896/aadbfc,"Pontificia Univ Catolica Chile,Univ Mayor"
10.1016/j.rinp.2018.03.022,"Metropolitan State Univ,Joint Inst Nucl Astrophys Ctr Evolut Elements"
10.1103/PhysRevLett.126.100402,"Australian Res Council Ctr Excellence Engn Quantu,Univ Queensland,Univ Technol Sydney"
10.1038/ncomms7524,"Univ Grenoble Alpes,CEA Grenoble"
10.1109/TCAD.2024.3394368,"Tencent,Kyoto Univ"
10.1038/s41565-024-01770-7,"Aalto Univ,Univ Helsinki,Univ Autonoma Madrid,CSIC,Univ Chicago,IST Austria,Univ Washington,Univ Copenhagen"
10.1088/2058-9565/ac4423,"Rigetti Comp,Sandia Natl Labs,Univ Colorado"
10.1103/PhysRevLett.117.203002,"Univ Maryland,NIST"
10.1103/PhysRevApplied.16.044042,"Univ Toronto,Harvard Univ,MIT,Intel Labs,Vector Inst Artificial Intelligence,Canadian Inst Adv Res"
10.1103/PhysRevLett.107.073601,"Chalmers,CSIC"
10.1007/s10773-021-04789-x,"Chinese Acad Sci,Univ Chinese Acad Sci,Hainan Univ"
10.1140/epjd/e2019-90642-x,"Chinese Acad Sci,Univ Chinese Acad Sci,Collaborat Innovat Ctr Quantum Matter,Songshan Lake Mat Lab"
10.4086/toc.2020.v016a011,"Cornell Univ,Univ Calif Berkeley"
10.1103/PhysRevApplied.15.064030,"Karlsruhe Inst Technol,Forschungszentrum Julich,Natl Univ Sci & Technol,Russian Quantum Ctr,CNRS,Univ Joseph Fourier,Univ Grenoble Alpes"
10.1103/PhysRevLett.121.040505,"UPMC Univ Paris 06,Univ Claude Bernard Lyon 1,Univ Paris Diderot,PSL Res Univ,INRIA Paris"
10.1088/1367-2630/abd809,"Tokyo Med & Dent Univ,Natl Inst Adv Ind Sci & Technol"
10.1038/NPHYS1730,"Walther Meissner Inst Tieftemp Forsch,Tech Univ Munich,CSIC,Univ Zaragoza,Univ Augsburg,Univ Pais Vasco Euskal Herriko Unibertsitatea,IKERBASQUE"
10.1103/PhysRevApplied.21.064060,"Univ Sci & Technol China,Origin Quantum Comp Co Ltd,Hefei Comprehens Natl Sci Ctr"
10.1088/1674-1056/ad342c,"Taiyuan Univ,Shanxi Univ,Zhengzhou Univ"
10.1088/1367-2630/ac8cab,"Univ Innsbruck,MIT,Harvard Univ,Parity Quantum Comp GmbH"
10.1088/2058-9565/ab7d4c,"Univ Tennessee,Oak Ridge Natl Lab"
10.1103/PhysRevA.97.013633,"Natl Univ Singapore,Nanyang Technol Univ,UNS,Dipartimento Fis & Astron,CNR,Ist Nazl Fis Nucl,Univ Grenoble Alpes,CNRS"
10.1103/PhysRevApplied.20.064027,"Univ Southern Calif,Johns Hopkins Univ"
10.1103/PhysRevX.4.041041,"Univ London Imperial Coll Sci Technol & Med,Singapore Univ Technol & Design,Natl Univ Singapore,Univ Oxford"
10.1103/PhysRevLett.132.020601,"Southern Univ Sci & Technol,Int Quantum Acad,Hefei Natl Lab"
10.1103/PhysRevA.106.032426,"Univ Guanajuato,Virginia Tech"
10.1016/j.aop.2015.06.015,"Sohag Univ,Abdus Salam Int Ctr Theoret Phys,Al Imam Mohammad Ibn Saud Islamic Univ IMSIU,McGill Univ,Univ Montreal"
10.1088/2632-2153/ad4f4d,"Univ Calif Berkeley,Forschungszentrum Julich,Lawrence Berkeley Natl Lab,Max Planck Inst Phys Komplexer Syst,Univ Regensburg,One Embarcadero Ctr"
10.1103/PhysRevX.6.041052,"Univ Rochester,Univ Calif Berkeley,Univ Grenoble Alpes,CNRS,Chapman Univ"
10.1038/s41567-023-02340-9,"IBM TJ Watson Res Ctr,Almaden Res Ctr Almaden"
10.1103/PhysRevApplied.20.044014,"Hangzhou Normal Univ,Wenzhou Univ,Zhejiang Univ"
10.1364/OE.27.008267,"Soochow Univ,Shanghai Univ,Lund Inst Technol"
10.1038/s41567-019-0605-6,"Chalmers Univ Technol,Indian Inst Sci,Max Planck Inst Sci Light"
10.1038/srep04083,"Shanxi Univ,Soochow Univ,RIKEN,Univ Michigan,Korea Univ"
10.1038/s41467-024-50201-7,"Natl Univ Singapore,Horizon Quantum Comp"
10.1103/PhysRevA.105.012432,"Univ Navarra,Univ Delaware"
10.1038/s41467-024-52629-3,"Univ Maryland,NIST,Free Univ Berlin,Technol Innovat Inst TII,Helmholtz Zent Berlin Materialien & Energie,Google Quantum"
10.1038/NPHOTON.2014.218,"Univ Waterloo,Univ Moncton,NIST,Stockholm Univ,Albion Coll"
10.1126/sciadv.adj3822,"Zhejiang Univ,Univ Leeds"
10.1364/OE.384352,"Harbin Inst Technol,Fuzhou Univ"
10.1038/ncomms13253,"NTT Corp,Univ Illinois,Univ Warwick"
10.1103/PhysRevApplied.22.034007,"Fermi Natl Accelerator Lab FNAL,Northwestern Univ"
10.1103/PhysRevA.110.L020401,"Chalmers Univ Technol,Grad Univ"
10.1038/s41467-018-03626-w,"Univ Augsburg,Univ Waterloo,BSC,Univ Regensburg"
10.1007/s11128-011-0302-6,"TU Wien,Weizmann Inst Sci,FORTH"
10.1103/PhysRevA.94.050102,"Washington Univ,Aarhus Univ,Inst Mat Sci & Engn"
10.1103/PhysRevA.94.012347,"Univ Calif Riverside,Chapman Univ"
10.1063/5.0071569,"South China Normal Univ,Southern Univ Sci & Technol"
10.1063/1.5014033,"Univ Calif Santa Barbara,Google Inc"
10.1038/ncomms14148,"Univ Maryland,Lab Phys Sci,Joint Quantum Inst,Ctr Nanophys & Adv Mat"
10.1140/epjqt/s40507-016-0047-3,"Univ Estadual Campinas,Univ Estadual Piaui UESPI,Syracuse Univ"
10.1038/ncomms5480,"RIKEN,Tokyo Med & Dent Univ,MIT,Univ Tokyo,NEC Corp Ltd"
10.1063/5.0153936,"Natl Inst Stand & Technol,Univ Colorado,Stanford Univ"
10.1103/PhysRevA.82.042317,"RIKEN,Univ Michigan"
10.1016/j.crhy.2016.05.003,"Ecole Polytech,Yale Univ,Univ Paris 11,CNRS,Univ Paris Saclay"
10.1103/PRXQuantum.4.020312,"Univ Sherbrooke,Sorbonne Univ,Canadian Inst Adv Res"
10.1103/PhysRevApplied.19.064060,"Univ Parma,INFN,UdR Parma,Univ Zaragoza,Ctr Astrobiol CS INTA,IFF CSIC"
10.1063/1.4818631,"Nanjing Univ,Rice Univ"
10.1038/s41567-023-02133-0,"Zhejiang Univ,Lanzhou Univ,Beijing Computat Sci Res Ctr"
10.1103/PhysRevLett.125.180503,"Tsinghua Univ,Fuzhou Univ"
10.1103/PhysRevA.104.052601,"Swiss Fed Inst Technol Lausanne EPFL,Purdue Univ"
10.1063/5.0195229,"Michigan State Univ,Texas State Univ"
10.1038/s42005-023-01259-0,"Ames Natl Lab,Iowa State Univ,Rigetti Comp"
10.1038/s41567-021-01432-8,"Univ Calif Santa Barbara,Google Quantum AI,Sorbonne Univ,Univ Massachusetts,Julich Res Ctr"
10.1103/PhysRevA.88.052330,"Delft Univ Technol,Univ Saarland,Univ Waterloo"
10.1103/PhysRevE.94.062122,"Aalto Univ,Brown Univ"
10.1142/S021974991850017X,"Univ York,Univ Leeds"
10.1103/PhysRevB.110.054508,"Yale Univ,Google Res"
10.1103/PhysRevLett.126.090502,"Univ Sci & Technol China,Shanghai Res Ctr Quantum Sci,Henan Key Lab Quantum Informat & Cryptog,New York Univ Shanghai,NYU,Louisiana State Univ,NYU Shanghai,East China Normal Univ"
10.1103/PhysRevA.99.022114,"Beijing Normal Univ,Tianjin Univ"
10.1103/PhysRevA.97.052303,"Natl Taiwan Univ,Macquarie Univ"
10.1038/ncomms3337,"MIT,RIKEN,Univ Waterloo,Perimeter Inst Theoret Phys,Univ Tokyo"
10.1103/PhysRevX.7.011016,"Princeton Univ,Northwestern Univ"
10.1063/1.5052419,"SRON Netherlands Inst Space Res,Delft Univ Technol,Google,Univ Tokyo"
10.1103/PhysRevA.108.022426,"Indian Inst Sci Educ & Res Kolkata Mohanpur,Tel Aviv Univ,Bar Ilan Univ"
10.1103/PhysRevApplied.18.034076,"Natl Inst Adv Ind Sci & Technol,Toshiba Corp 1"
10.1038/srep20492,"Tianjin Univ,Beijing Normal Univ"
10.1103/PhysRevApplied.20.034039,"Beijing Acad Quantum Informat Sci,Beijing Inst Technol"
10.1364/OE.500690,"Natl Cheng Kung Univ,NCKU,Natl Ctr Theoret Sci"
10.1103/PhysRevApplied.14.044022,"Univ Claude Bernard,PSL Res Univ,INRIA Paris"
10.1088/0953-4075/46/22/224019,"Chalmers,Natl Phys Lab"
10.1103/PhysRevB.94.014511,"Huazhong Univ Sci & Technol,Univ Maryland,Peking Univ,Collaborat Innovat Ctr Quantum Matter"
10.1103/PhysRevLett.133.083402,"Tsinghua Univ,Fudan Univ,Shanghai Qi Zhi Inst"
10.1073/pnas.2007241118,"Brookhaven Natl Lab,Univ Calif San Diego"
10.1038/s41567-020-1035-1,"Zhejiang Univ,Lanzhou Univ,Beijing Computat Sci Res Ctr,Chinese Acad Sci,UCAS,RIKEN Cluster Pioneering Res"
10.1016/S0034-4877(14)60009-4,"Assiut Univ,Salman Bin Abdulaziz Univ"
10.1038/srep22667,"Nanjing Univ,Univ Kansas,Univ Illinois,Univ Sci & Technol China,S China Normal Univ"
10.1109/TASC.2024.3350580,"Leibniz Inst Photon Technol,Supracon AG,FLUXONICS,Tech Univ Ilmenau"
10.1038/NPHYS3202,"Australian Natl Univ,Peking Univ,Collaborat Innovat Ctr Quantum Matter,Swinburne Univ Technol,Tianjin Univ"
